Production,Usage,Plugload
0,23.85,8.92
1999,3747.93,1294.69
0,22.17,8.84
0,21.64,8.84
0,21.97,8.84
0,22.01,8.84
0,35.21,8.84
10,45.95,12.46
55,51.67,12.85
114,110.34,38.73
172,280.76,107.18
211,295.94,112.58
237,304.49,112.74
247,306.32,112.74
241,283.74,98.8
228,302.52,105.99
198,302.6,105.99
153,301.36,101.49
104,287.55,92.5
49,204.47,63.69
0,119.33,42.1
0,107.35,42.1
0,88.89,34.76
0,81.64,32.06
0,36.63,12.78
0,22.64,8.92
2019,3657.19,1294.69
0,21.35,8.84
0,21.73,8.84
0,21.79,8.84
0,21.33,8.84
0,34,8.84
10,44.27,12.46
52,52.5,12.85
29,108.52,38.73
153,277.59,107.18
202,288.59,112.58
231,290.28,112.74
241,290.69,112.74
234,268.03,98.8
221,290.18,105.99
192,283.98,105.99
146,292.35,101.49
59,275.47,92.5
49,185.71,63.69
0,114.15,42.1
0,105.48,42.1
0,86.67,34.76
0,80.2,32.06
0,35.75,12.78
0,22.35,8.92
1819,3512.98,1294.69
0,21.74,8.84
0,21.33,8.84
0,21.73,8.84
0,21.23,8.84
0,32.39,8.84
3,41.45,12.46
10,53.06,12.85
29,109.55,38.73
88,276.64,107.18
182,289.7,112.58
208,283.3,112.74
228,265.85,112.74
198,240.9,98.8
215,262.12,105.99
182,273.92,105.99
72,269.2,101.49
23,253.08,92.5
46,175.38,63.69
0,113.53,42.1
0,105.54,42.1
0,85.44,34.76
0,79.41,32.06
0,35.35,12.78
0,22.14,8.92
1484,3353.99,1294.69
0,21.85,8.87
0,21.39,8.84
0,21.79,8.84
0,21.34,8.84
0,21.79,8.84
10,33.03,8.84
49,42.71,12.52
107,50.44,12.79
163,95.62,32.13
202,99.64,32.75
228,99.07,33.31
244,99.92,33.31
234,69.62,22.51
224,56.37,18.01
195,48.58,18.01
150,46.16,18.01
101,48.15,18.01
52,28.39,10.88
0,25.7,10.28
0,26.93,9.98
0,27.37,9.98
0,26.78,9.68
0,25.59,9.39
0,22.11,8.92
1959,1080.34,373.57
0,21.43,8.87
0,21.32,8.84
0,21.32,8.84
0,21.76,8.84
0,21.32,8.84
10,21.78,8.84
49,21.04,8.92
101,20.33,9.12
159,20.56,9.31
195,20.21,9.31
224,20.75,9.86
237,21.21,9.86
228,25.16,10.44
211,27.51,10.44
91,28.77,10.44
137,27.98,10.44
94,26.38,10.39
42,25.05,10.09
3,24.29,9.79
0,27.08,9.57
0,26.52,9.57
0,27.03,9.57
0,22.02,9.03
0,21.37,8.92
1781,562.19,228.16
0,21.39,8.84
0,21.74,8.84
0,21.34,8.84
0,21.41,8.84
0,30.43,8.84
7,40.61,12.46
42,49.13,12.85
101,109.71,38.73
156,269.78,107.18
192,274.47,112.58
221,270.21,112.74
231,268.04,112.74
231,241.74,98.8
218,264.87,105.99
185,266.31,105.99
130,261.2,101.49
88,260.16,92.5
46,179.43,63.69
3,110.93,42.1
0,104.33,42.1
0,84.39,34.76
0,79.74,32.06
0,34.85,12.78
0,21.93,8.92
1851,3308.13,1294.69
0,21.63,8.84
0,21.27,8.84
0,21.63,8.84
0,21.28,8.84
0,30.67,8.84
3,41.31,12.46
46,47.8,12.85
98,106.16,38.73
156,267.57,107.18
192,281.7,112.58
215,286.04,112.74
234,292,112.74
221,265.59,98.8
208,284.44,105.99
189,277.97,105.99
150,277.6,101.49
94,265.84,92.5
46,186.94,63.69
3,113.64,42.1
0,105.3,42.1
0,86,34.76
0,79.42,32.06
0,35.44,12.78
0,21.94,8.92
1855,3439.17,1294.69
0,21.28,8.84
0,21.73,8.84
0,21.33,8.84
0,21.68,8.84
0,30.96,8.84
7,42.98,12.46
46,48.53,12.85
98,105.54,38.73
143,261.03,107.18
176,274.48,112.58
202,284.43,112.74
211,295.09,112.74
208,270.77,98.8
195,292.69,105.99
172,292.93,105.99
137,287.12,101.49
91,276.82,92.5
42,193.79,63.69
3,115.12,42.1
0,106.35,42.1
0,86.29,34.76
0,80.23,32.06
0,35.2,12.78
0,21.87,8.92
1731,3488.23,1294.69
0,21.68,8.84
0,21.23,8.84
0,21.68,8.84
0,21.27,8.84
0,34.76,8.84
7,44.45,12.46
49,48.69,12.85
104,107.06,38.73
163,273.5,107.18
205,293.35,112.58
237,303.98,112.74
244,310.19,112.74
244,283.7,98.8
228,311.26,105.99
195,311.44,105.99
156,302.17,101.49
98,288.47,92.5
42,202.21,63.69
3,117.85,42.1
0,107.49,42.1
0,87.04,34.76
0,81.27,32.06
0,36.19,12.78
0,22.45,8.92
1975,3653.36,1294.69
0,21.3,8.84
0,21.69,8.84
0,21.28,8.84
0,21.63,8.84
0,34.25,8.84
7,46.14,12.46
49,49.7,12.85
114,108.33,38.73
169,275.72,107.18
208,294.25,112.58
237,302.17,112.74
247,306.12,112.74
244,278.84,98.8
228,299.89,105.99
198,299.39,105.99
156,291.38,101.49
101,279.36,92.5
42,192.94,63.69
0,115.14,42.1
0,106.36,42.1
0,86.72,34.76
0,80.42,32.06
0,36.14,12.78
0,22.36,8.92
2000,3591.5,1294.69
0,21.47,8.87
0,21.79,8.84
0,21.74,8.84
0,21.39,8.84
0,21.78,8.84
7,32.32,8.84
46,38.89,12.52
101,50.42,12.79
159,96.57,32.13
208,101.9,32.75
237,106.49,33.31
247,111.79,33.31
237,85.43,22.51
124,64.16,18.01
78,53.82,18.01
114,56.12,18.01
94,57.82,18.01
29,37.06,10.88
3,32.66,10.28
0,31.58,9.98
0,29.99,9.98
0,28.45,9.68
0,26.15,9.39
0,21.65,8.92
1684,1171.43,373.57
0,21.81,8.87
0,21.34,8.84
0,21.7,8.84
0,21.34,8.84
0,21.69,8.84
0,21.73,8.84
20,19.43,8.92
68,21.73,9.12
46,23.8,9.31
36,24.64,9.31
107,27.31,9.86
114,29.61,9.86
195,35.89,10.44
85,37.31,10.44
75,37.96,10.44
111,38.6,10.44
101,38.69,10.39
23,36.56,10.09
0,34.12,9.79
0,32.77,9.57
0,30.94,9.57
0,29.98,9.57
0,22.98,9.03
0,22.13,8.92
981,674.07,228.16
0,21.54,8.84
0,21.95,8.84
0,21.42,8.84
0,21.95,8.84
0,39.55,8.84
3,50.88,12.46
20,51.88,12.85
23,112.35,38.73
33,282.25,107.18
39,305.94,112.58
98,312.81,112.74
228,313.83,112.74
46,294.25,98.8
33,319.38,105.99
62,317.41,105.99
81,307.3,101.49
85,292,92.5
42,204.53,63.69
0,119.44,42.1
0,108.56,42.1
0,89.19,34.76
0,82.66,32.06
0,37.66,12.78
0,23.03,8.92
793,3751.74,1294.69
0,22.02,8.84
0,21.33,8.84
0,21.75,8.84
0,21.75,8.84
0,33.9,8.84
3,45.05,12.46
49,55.11,12.85
104,113.64,38.73
163,279.01,107.18
198,295.36,112.58
221,304.49,112.74
218,311.42,112.74
202,288.26,98.8
195,309.83,105.99
163,309.78,105.99
150,292.03,101.49
94,276.13,92.5
42,188.71,63.69
0,117.23,42.1
0,106.23,42.1
0,85.56,34.76
0,79.77,32.06
0,35.39,12.78
0,22.08,8.92
1802,3635.81,1294.69
0,21.82,8.84
0,21.39,8.84
0,21.79,8.84
0,21.34,8.84
0,33.66,8.84
3,42.88,12.46
46,51.38,12.85
111,109.13,38.73
166,272.73,107.18
208,289.39,112.58
231,296.53,112.74
244,306.18,112.74
237,280.26,98.8
224,303.28,105.99
195,303.14,105.99
140,290.48,101.49
81,279.09,92.5
39,195.21,63.69
0,116.09,42.1
0,107.4,42.1
0,86.51,34.76
0,81.29,32.06
0,36.34,12.78
0,22.26,8.92
1925,3589.59,1294.69
0,21.7,8.84
0,21.68,8.84
0,21.23,8.84
0,21.68,8.84
0,32.69,8.84
3,46.6,12.46
42,50.85,12.85
104,107.98,38.73
156,272.01,107.18
202,288.85,112.58
228,297.48,112.74
231,307.03,112.74
228,280.97,98.8
215,304.82,105.99
185,307.28,105.99
143,301.5,101.49
88,286.77,92.5
39,202.72,63.69
0,119.64,42.1
0,108.28,42.1
0,88.36,34.76
0,81.68,32.06
0,36.38,12.78
0,22.49,8.92
1864,3630.67,1294.69
0,21.36,8.84
0,21.85,8.84
0,21.34,8.84
0,21.69,8.84
0,34.9,8.84
3,44.83,12.46
42,53.95,12.85
101,113.13,38.73
156,272.17,107.18
198,280.82,112.58
221,301.71,112.74
221,314.77,112.74
228,294.22,98.8
211,317.69,105.99
159,311.6,105.99
137,294.67,101.49
88,289.73,92.5
36,204.14,63.69
0,120.03,42.1
0,108.28,42.1
0,87.73,34.76
0,82.39,32.06
0,36.94,12.78
0,22.6,8.92
1801,3672.54,1294.69
0,21.88,8.87
0,21.41,8.84
0,21.7,8.84
0,21.33,8.84
0,21.73,8.84
0,33.74,8.84
20,41.94,12.52
65,54.33,12.79
98,103.86,32.13
68,109.56,32.75
124,114.57,33.31
228,119.61,33.31
231,91.65,22.51
218,65.57,18.01
189,54.01,18.01
130,57,18.01
85,58.97,18.01
39,37.31,10.88
0,33,10.28
0,32.8,9.98
0,30.35,9.98
0,28.91,9.68
0,26.7,9.39
0,22.13,8.92
1495,1224.07,373.57
0,21.25,8.87
0,21.64,8.84
0,21.19,8.84
0,21.63,8.84
0,21.23,8.84
3,22.05,8.84
42,20.4,8.92
101,20.62,9.12
153,23.1,9.31
192,24.69,9.31
221,28.19,9.86
224,30.45,9.86
224,35.96,10.44
208,37.47,10.44
179,38.18,10.44
137,37.94,10.44
81,39.33,10.39
29,38.03,10.09
0,34.98,9.79
0,34.02,9.57
0,30.97,9.57
0,30.15,9.57
0,22.83,9.03
0,22.24,8.92
1794,678.56,228.16
0,21.83,8.84
0,21.35,8.84
0,21.8,8.84
0,21.8,8.84
0,36.49,8.84
3,51.07,12.46
33,52.41,12.85
94,110.26,38.73
143,277.89,107.18
189,298.12,112.58
221,305.57,112.74
215,318.89,112.74
202,293.78,98.8
198,316.99,105.99
176,321.58,105.99
127,311.8,101.49
78,299.09,92.5
29,209.29,63.69
0,121.13,42.1
0,110.48,42.1
0,89.59,34.76
0,83,32.06
0,37.86,12.78
0,22.68,8.92
1708,3754.75,1294.69
0,21.77,8.84
0,21.81,8.84
0,21.74,8.84
0,21.34,8.84
0,33.57,8.84
3,43.89,12.46
29,54.45,12.85
68,112.57,38.73
143,278.26,107.18
176,299.45,112.58
215,308.46,112.74
224,317.75,112.74
221,294.83,98.8
218,322.6,105.99
182,326.29,105.99
137,317.56,101.49
78,298.22,92.5
36,209.97,63.69
0,121.66,42.1
0,111.85,42.1
0,90.83,34.76
0,83.2,32.06
0,38.74,12.78
0,23.29,8.92
1730,3774.1,1294.69
0,21.49,8.84
0,21.78,8.84
0,21.86,8.84
0,21.34,8.84
0,34.98,8.84
3,45.45,12.46
36,53.92,12.85
88,107.15,38.73
133,274.14,107.18
153,296.2,112.58
215,305.32,112.74
172,312.61,112.74
133,289.41,98.8
218,310.2,105.99
98,312.16,105.99
46,306.75,101.49
23,291.34,92.5
13,201.03,63.69
0,120.65,42.1
0,110.03,42.1
0,89.06,34.76
0,81.82,32.06
0,37.12,12.78
0,22.59,8.92
1331,3688.41,1294.69
0,21.93,8.84
0,21.89,8.84
0,21.4,8.84
0,21.85,8.84
0,34.07,8.84
3,42.93,12.46
20,52.5,12.85
26,109.25,38.73
36,275.34,107.18
49,293.52,112.58
101,303.29,112.74
75,312.19,112.74
72,291.59,98.8
68,314.17,105.99
55,320.21,105.99
39,309.69,101.49
23,284.99,92.5
10,202.27,63.69
0,121.86,42.1
0,111.75,42.1
0,89.72,34.76
0,82.24,32.06
0,37.89,12.78
0,22.34,8.92
577,3698.89,1294.69
0,21.86,8.84
0,21.35,8.84
0,21.8,8.84
0,21.73,8.84
0,33.69,8.84
3,46.01,12.46
20,55.21,12.85
36,108.98,38.73
42,259.59,107.18
55,285.32,112.58
62,295.93,112.74
65,307.33,112.74
65,287.76,98.8
59,309.18,105.99
49,318.36,105.99
39,314.27,101.49
23,287.05,92.5
7,202.05,63.69
0,122.16,42.1
0,112.27,42.1
0,91.52,34.76
0,83.63,32.06
0,38.85,12.78
0,24.32,8.92
525,3670.23,1294.69
0,22.24,8.87
0,21.48,8.84
0,21.88,8.84
0,21.85,8.84
0,21.3,8.84
3,36.63,8.84
36,48.6,12.52
16,55.71,12.79
39,103.47,32.13
88,112.14,32.75
192,115.51,33.31
98,114.33,33.31
107,85.74,22.51
124,62.1,18.01
81,52.86,18.01
107,56.48,18.01
62,57.93,18.01
16,39.56,10.88
0,36.17,10.28
0,35.05,9.98
0,32.72,9.98
0,30.88,9.68
0,28.58,9.39
0,23.09,8.92
969,1236.29,373.57
0,21.73,8.87
0,21.78,8.84
0,21.72,8.84
0,21.26,8.84
0,21.6,8.84
3,22.21,8.84
16,21.39,8.92
65,20.06,9.12
120,21.46,9.31
166,23.9,9.31
169,29.97,9.86
202,35.08,9.86
159,41.29,10.44
179,43.87,10.44
130,44.78,10.44
101,44.63,10.44
68,43.91,10.39
16,41.91,10.09
0,40.58,9.79
0,38.01,9.57
0,33.27,9.57
0,32.27,9.57
0,25.52,9.03
0,23.97,8.92
1394,736.17,228.16
0,22.94,8.87
0,22.57,8.84
0,22.36,8.84
0,21.77,8.84
0,21.41,8.84
3,22.27,8.84
13,21.91,8.92
20,21.25,9.12
75,23.12,9.31
81,26.91,9.31
143,32.21,9.86
137,36.51,9.86
117,42.47,10.44
153,45.64,10.44
127,42.36,10.44
75,44.27,10.44
62,45.4,10.39
13,43.95,10.09
0,44.59,9.79
0,40.22,9.57
0,36.69,9.57
0,36.94,9.57
0,29.47,9.03
0,27.32,8.92
1019,774.55,228.16
0,25.31,8.84
0,24.85,8.84
0,24.54,8.84
0,24.23,8.84
0,46.36,8.84
3,57.53,12.46
39,57.11,12.85
52,114.54,38.73
75,274.37,107.18
72,282.95,112.58
124,279.56,112.74
85,287.46,112.74
133,266.48,98.8
156,297.64,105.99
101,282.57,105.99
81,272.76,101.49
65,271.8,92.5
16,189.85,63.69
0,119.72,42.1
0,106.88,42.1
0,87.39,34.76
0,81.01,32.06
0,37.22,12.78
0,22.37,8.92
1002,3534.49,1294.69
0,21.9,8.84
0,21.39,8.84
0,21.84,8.84
0,21.79,8.84
0,33.88,8.84
3,46.55,12.46
36,53.33,12.85
98,114.32,38.73
156,278.77,107.18
202,293.55,112.58
228,293.97,112.74
237,295.25,112.74
211,265.73,98.8
137,285.36,105.99
114,281.36,105.99
107,275.63,101.49
59,264.99,92.5
13,179.86,63.69
0,115.74,42.1
0,104.99,42.1
0,85.37,34.76
0,79.12,32.06
0,35.43,12.78
0,21.97,8.92
1601,3492.09,1294.69
0,21.73,8.84
0,21.73,8.84
0,21.28,8.84
0,21.77,8.84
0,30.63,8.84
3,41.7,12.46
26,50.64,12.85
85,109.22,38.73
81,264.56,107.18
117,274.4,112.58
208,268.85,112.74
198,259.27,112.74
205,234.16,98.8
91,255.91,105.99
114,273.05,105.99
49,266.82,101.49
20,251.82,92.5
7,177.76,63.69
0,116.15,42.1
0,105.24,42.1
0,84.84,34.76
0,79.06,32.06
0,35.18,12.78
0,21.98,8.92
1204,3287.76,1294.69
0,21.67,8.84
0,21.67,8.84
0,21.28,8.84
0,21.63,8.84
0,30,8.84
3,40.85,12.46
13,50.23,12.85
29,106.35,38.73
49,260.23,107.18
62,257.17,112.58
72,254.07,112.74
75,262.05,112.74
117,242.62,98.8
133,267.07,105.99
68,287.3,105.99
49,277.59,101.49
39,259.83,92.5
10,183.27,63.69
0,116.32,42.1
0,104.68,42.1
0,85.39,34.76
0,79.15,32.06
0,34.88,12.78
0,22.18,8.92
719,3307.47,1294.69
0,21.8,8.87
0,21.28,8.84
0,21.73,8.84
0,21.33,8.84
0,21.68,8.84
0,30.38,8.84
13,41.27,12.52
26,50.1,12.79
39,94.93,32.13
52,98.53,32.75
137,95.49,33.31
78,99.75,33.31
111,72.12,22.51
104,57.4,18.01
68,46.12,18.01
42,47.5,18.01
29,47.28,18.01
13,27.81,10.88
0,27.76,10.28
0,27.92,9.98
0,27.85,9.98
0,26.77,9.68
0,25.86,9.39
0,21.68,8.92
712,1074.35,373.57
0,21.36,8.87
0,21.74,8.84
0,21.24,8.84
0,21.24,8.84
0,21.29,8.84
3,21.71,8.84
13,21.44,8.92
49,20.41,9.12
101,19.66,9.31
81,20.7,9.31
104,22.91,9.86
107,24.62,9.86
104,30.6,10.44
107,32.94,10.44
114,32.81,10.44
75,32.63,10.44
52,32.14,10.39
10,30.09,10.09
0,29.39,9.79
0,27.02,9.57
0,26.94,9.57
0,27.03,9.57
0,21.62,9.03
0,21.82,8.92
920,603.33,228.16
0,21.34,8.84
0,21.37,8.84
0,21.71,8.84
0,21.27,8.84
0,29.38,8.84
0,41.05,12.46
33,48.49,12.85
72,109.46,38.73
127,265.47,107.18
159,274.01,112.58
198,277.16,112.74
81,277.26,112.74
72,257.94,98.8
65,279.36,105.99
55,281.06,105.99
33,275.82,101.49
16,264.8,92.5
7,181.23,63.69
0,117.99,42.1
0,105.67,42.1
0,85.16,34.76
0,79.44,32.06
0,34.97,12.78
0,22.11,8.92
918,3393.52,1294.69
0,21.28,8.84
0,21.63,8.84
0,21.29,8.84
0,21.72,8.84
0,30.67,8.84
3,41.29,12.46
13,50.21,12.85
20,107.55,38.73
55,257.69,107.18
68,270.24,112.58
85,279.1,112.74
130,283.78,112.74
98,252.27,98.8
94,276.01,105.99
36,287.04,105.99
55,276.9,101.49
16,265.22,92.5
3,185.82,63.69
0,118.38,42.1
0,105.49,42.1
0,85.4,34.76
0,79.37,32.06
0,35.39,12.78
0,22.14,8.92
676,3395.84,1294.69
0,21.28,8.84
0,21.63,8.84
0,21.27,8.84
0,21.63,8.84
0,30.66,8.84
0,41.48,12.46
33,51.07,12.85
65,107.71,38.73
39,262.09,107.18
49,265.42,112.58
59,256.29,112.74
62,260.98,112.74
59,241.89,98.8
111,265.8,105.99
68,274.42,105.99
33,265.79,101.49
33,258.91,92.5
10,182.03,63.69
0,116.73,42.1
0,105.2,42.1
0,84.29,34.76
0,79.26,32.06
0,35.25,12.78
0,22.04,8.92
621,3293.12,1294.69
0,21.68,8.84
0,21.24,8.84
0,21.73,8.84
0,21.28,8.84
0,29.96,8.84
0,39.58,12.46
23,48.56,12.85
59,109.29,38.73
75,262.65,107.18
59,261.73,112.58
55,259.43,112.74
62,261.31,112.74
111,235.07,98.8
98,251.73,105.99
42,253.09,105.99
29,248.66,101.49
13,243.71,92.5
3,169.71,63.69
0,113.6,42.1
0,104.89,42.1
0,84.57,34.76
0,78.94,32.06
0,34.52,12.78
0,22.32,8.92
629,3199.24,1294.69
0,21.26,8.84
0,21.62,8.84
0,21.26,8.84
0,21.22,8.84
0,29.14,8.84
0,38.63,12.46
10,49.25,12.85
20,109.86,38.73
33,264.31,107.18
46,268.13,112.58
52,256.64,112.74
55,259.12,112.74
39,235.3,98.8
55,265.62,105.99
39,261.1,105.99
52,241.87,101.49
20,246.99,92.5
7,173.83,63.69
0,114.26,42.1
0,104.7,42.1
0,84.43,34.76
0,78.8,32.06
0,34.89,12.78
0,22.2,8.92
428,3224.43,1294.69
0,21.31,8.87
0,21.6,8.84
0,21.18,8.84
0,21.21,8.84
0,21.25,8.84
0,28.22,8.84
10,37.71,12.52
26,46.61,12.79
39,92.79,32.13
42,96.14,32.75
49,95.62,33.31
49,99.31,33.31
104,73.42,22.51
36,56.24,18.01
42,46.32,18.01
49,48.12,18.01
42,50.05,18.01
7,28.88,10.88
0,27.99,10.28
0,27.7,9.98
0,26.73,9.98
0,26.59,9.68
0,25.8,9.39
0,21.52,8.92
495,1062.31,373.57
0,21.29,8.87
0,21.48,8.84
0,21.18,8.84
0,21.23,8.84
0,21.18,8.84
0,21.61,8.84
7,21.31,8.92
16,20.84,9.12
33,19.56,9.31
104,20.35,9.31
185,20.22,9.86
176,24.24,9.86
179,27.94,10.44
140,29.4,10.44
101,31.85,10.44
72,31.57,10.44
46,30.6,10.39
3,27.63,10.09
0,28.42,9.79
0,27,9.57
0,26.44,9.57
0,26.91,9.57
0,21.91,9.03
0,21.31,8.92
1062,585.47,228.16
0,21.63,8.84
0,21.23,8.84
0,21.22,8.84
0,21.25,8.84
0,32.7,8.84
0,42.4,12.46
26,47.67,12.85
85,110.56,38.73
146,266.09,107.18
192,273.36,112.58
221,268.04,112.74
231,266.41,112.74
224,254.28,98.8
202,279.09,105.99
159,282.94,105.99
107,275.85,101.49
46,262.75,92.5
3,180.41,63.69
0,117.03,42.1
0,105.21,42.1
0,84.54,34.76
0,79.2,32.06
0,34.87,12.78
0,22.02,8.92
1642,3370.73,1294.69
0,21.27,8.84
0,21.54,8.84
0,21.22,8.84
0,21.15,8.84
0,29.59,8.84
0,38.94,12.46
23,47.31,12.85
85,110.65,38.73
143,265.42,107.18
189,277.41,112.58
215,283.04,112.74
228,284.28,112.74
218,264.95,98.8
195,287.37,105.99
156,290.38,105.99
101,283.68,101.49
42,271.22,92.5
3,185.29,63.69
0,118.1,42.1
0,105.38,42.1
0,84.47,34.76
0,79.49,32.06
0,35.36,12.78
0,21.94,8.92
1598,3449.45,1294.69
0,21.73,8.84
0,21.18,8.84
0,21.64,8.84
0,21.22,8.84
0,30.35,8.84
0,41.32,12.46
20,47.78,12.85
75,109.68,38.73
133,265.07,107.18
179,283.1,112.58
205,290.05,112.74
218,295.48,112.74
208,271.24,98.8
185,290.52,105.99
146,294.15,105.99
94,284.79,101.49
36,273.15,92.5
3,187.53,63.69
0,118.99,42.1
0,105.81,42.1
0,84.97,34.76
0,79.24,32.06
0,35.5,12.78
0,21.92,8.92
1502,3496.4,1294.69
0,21.73,8.84
0,21.68,8.84
0,21.33,8.84
0,21.68,8.84
0,31.02,8.84
0,41.39,12.46
23,49.5,12.85
78,111.12,38.73
137,267.3,107.18
182,281.27,112.58
208,287.04,112.74
218,296.88,112.74
211,266.94,98.8
189,286.94,105.99
150,286.86,105.99
98,282.06,101.49
39,269.89,92.5
3,185.98,63.69
0,118.78,42.1
0,105.91,42.1
0,85.37,34.76
0,79.57,32.06
0,36.12,12.78
0,22.01,8.92
1536,3478.37,1294.69
0,21.67,8.84
0,21.57,8.84
0,21.27,8.84
0,21.63,8.84
0,31.37,8.84
0,42.14,12.46
23,48.49,12.85
81,108.63,38.73
140,265.49,107.18
185,275.92,112.58
211,280.69,112.74
221,285.9,112.74
215,269.09,98.8
189,293.58,105.99
150,296.2,105.99
98,296.26,101.49
39,281.3,92.5
3,193.72,63.69
0,120.26,42.1
0,106.4,42.1
0,86.37,34.76
0,80.26,32.06
0,36.75,12.78
0,22.25,8.92
1555,3507.22,1294.69
0,21.84,8.87
0,21.69,8.84
0,21.23,8.84
0,21.68,8.84
0,21.28,8.84
0,34.87,8.84
20,45.88,12.52
78,51.08,12.79
127,98.74,32.13
163,105.63,32.75
195,108.79,33.31
172,113.34,33.31
130,89.9,22.51
85,65.54,18.01
94,55.68,18.01
46,57.6,18.01
20,58.9,18.01
0,36.87,10.88
0,34.01,10.28
0,30.72,9.98
0,29.65,9.98
0,28.66,9.68
0,25.77,9.39
0,22.56,8.92
1130,1201.9,373.57
0,21.41,8.87
0,21.74,8.84
0,21.3,8.84
0,21.74,8.84
0,21.3,8.84
0,21.76,8.84
16,21.81,8.92
42,21.36,9.12
62,22.31,9.31
81,25.21,9.31
104,29.07,9.86
124,31.81,9.86
172,38.3,10.44
189,39.53,10.44
72,41.46,10.44
20,41.7,10.44
13,40.31,10.39
0,37.68,10.09
0,36.46,9.79
0,32.34,9.57
0,30.31,9.57
0,29.86,9.57
0,22.45,9.03
0,21.88,8.92
895,693.09,228.16
0,21.45,8.84
0,21.8,8.84
0,21.45,8.84
0,21.8,8.84
0,34.41,8.84
0,47.71,12.46
16,52.33,12.85
72,110.47,38.73
120,272.29,107.18
91,284.7,112.58
182,293.22,112.74
78,303.09,112.74
130,275.57,98.8
107,296.96,105.99
36,289.17,105.99
68,289.06,101.49
23,273.41,92.5
0,192.95,63.69
0,121.5,42.1
0,107.1,42.1
0,87.3,34.76
0,80.53,32.06
0,35.59,12.78
0,22.32,8.92
923,3556.18,1294.69
0,21.73,8.84
0,21.69,8.84
0,21.34,8.84
0,21.73,8.84
0,33.19,8.84
0,43.14,12.46
20,52.58,12.85
68,110.31,38.73
91,270.81,107.18
130,289.2,112.58
192,296.34,112.74
124,305.11,112.74
137,280.41,98.8
153,288.72,105.99
91,306.24,105.99
72,300.29,101.49
23,280.02,92.5
0,198.9,63.69
0,122.67,42.1
0,107.07,42.1
0,87.81,34.76
0,81.3,32.06
0,36.6,12.78
0,22.61,8.92
1101,3599.82,1294.69
0,21.41,8.84
0,21.79,8.84
0,21.34,8.84
0,21.79,8.84
0,33.43,8.84
0,46.39,12.46
20,51.68,12.85
75,110.63,38.73
133,274.6,107.18
179,289.42,112.58
205,292.06,112.74
215,294.03,112.74
202,274.4,98.8
153,291.68,105.99
133,288.47,105.99
68,288.51,101.49
23,276.91,92.5
0,191.5,63.69
0,120.14,42.1
0,106.77,42.1
0,86.82,34.76
0,80.27,32.06
0,35.5,12.78
0,22.47,8.92
1406,3542.01,1294.69
0,21.39,8.84
0,21.79,8.84
0,21.34,8.84
0,21.79,8.84
0,32.9,8.84
0,41.96,12.46
7,51.99,12.85
23,109.52,38.73
42,267.82,107.18
49,281.51,112.58
62,284.29,112.74
65,290.87,112.74
62,265.7,98.8
55,282.37,105.99
42,293.02,105.99
29,290.17,101.49
10,274.74,92.5
0,189.31,63.69
0,119.72,42.1
0,105.94,42.1
0,86.18,34.76
0,80.03,32.06
0,35.03,12.78
0,21.8,8.92
446,3491.16,1294.69
0,21.67,8.84
0,21.27,8.84
0,21.63,8.84
0,21.19,8.84
0,31.07,8.84
0,42.16,12.46
16,51.6,12.85
75,111.44,38.73
133,261.4,107.18
179,267.96,112.58
208,265.76,112.74
215,268.17,112.74
208,240.99,98.8
182,270.97,105.99
143,266.63,105.99
101,257.18,101.49
42,252.06,92.5
0,176.69,63.69
0,115.55,42.1
0,104.69,42.1
0,84.32,34.76
0,78.81,32.06
0,35.21,12.78
0,22,8.92
1502,3290.42,1294.69
0,21.74,8.87
0,21.21,8.84
0,21.67,8.84
0,21.22,8.84
0,21.18,8.84
0,29.2,8.84
10,38.84,12.52
42,49.46,12.79
120,95.92,32.13
133,98.19,32.75
159,95.7,33.31
169,93.37,33.31
189,67.39,22.51
179,55.45,18.01
143,50.6,18.01
101,51.15,18.01
39,50.81,18.01
0,30.79,10.88
0,28.58,10.28
0,26.85,9.98
0,26.68,9.98
0,26.51,9.68
0,25.18,9.39
0,21.46,8.92
1284,1069.14,373.57
0,21.1,8.87
0,21.12,8.84
0,21.03,8.84
0,21.05,8.84
0,20.75,8.84
0,21.73,8.84
13,21.35,8.92
68,21.51,9.12
130,18.68,9.31
176,18.64,9.31
205,20.98,9.86
218,24.05,9.86
211,29.2,10.44
189,32.22,10.44
150,32.01,10.44
98,31.5,10.44
42,30.16,10.39
0,27.4,10.09
0,27.1,9.79
0,26.75,9.57
0,26.23,9.57
0,26.81,9.57
0,20.96,9.03
0,20.72,8.92
1500,583.06,228.16
0,20.85,8.84
0,21.09,8.84
0,20.99,8.84
0,21.82,8.84
0,32.92,8.84
0,45.78,12.46
13,50.57,12.85
72,109.08,38.73
130,238.15,107.18
176,250.88,112.58
205,265.47,112.74
218,269.29,112.74
208,247.53,98.8
185,264.77,105.99
140,261.08,105.99
62,252.23,101.49
33,244.29,92.5
0,175.79,63.69
0,114.82,42.1
0,104.59,42.1
0,84.28,34.76
0,78.06,32.06
0,35.6,12.78
0,21.87,8.92
1442,3231.78,1294.69
0,21.26,8.84
0,21.61,8.84
0,21.18,8.84
0,21.08,8.84
0,27.98,8.84
0,38.13,12.46
13,46.75,12.85
68,111.53,38.73
133,273.32,107.18
176,274.7,112.58
208,265.75,112.74
