Production,Usage,Plugload
0,22.06,8.92
1639,3357.09,1294.69
0,21.33,8.84
0,21.78,8.84
0,21.38,8.84
0,21.64,8.84
0,29.79,8.84
7,40.67,12.46
59,44.96,12.85
124,105.76,38.73
176,266.57,107.18
221,279.6,112.58
250,280.64,112.74
263,287.32,112.74
260,252.71,98.8
244,264.53,105.99
195,268.12,105.99
159,272.74,101.49
101,265.02,92.5
39,183.05,63.69
0,108.94,42.1
0,105.28,42.1
0,85.31,34.76
0,79.06,32.06
0,35.27,12.78
0,22.31,8.92
2098,3363.79,1294.69
0,21.23,8.84
0,21.73,8.84
0,21.28,8.84
0,21.63,8.84
0,29.72,8.84
7,39.52,12.46
10,48.54,12.85
111,110.73,38.73
130,259.4,107.18
153,268.37,112.58
172,264.01,112.74
101,269.87,112.74
91,255.36,98.8
94,268.15,105.99
33,278.7,105.99
114,265.8,101.49
91,248.22,92.5
39,173.21,63.69
0,111.75,42.1
0,105.12,42.1
0,84.49,34.76
0,78.86,32.06
0,35.39,12.78
0,22.35,8.92
1146,3303.39,1294.69
0,21.34,8.87
0,21.63,8.84
0,21.29,8.84
0,21.33,8.84
0,21.68,8.84
10,29.7,8.84
59,37.27,12.52
127,45.77,12.79
182,92.37,32.13
221,98.71,32.75
247,102.54,33.31
254,106.54,33.31
254,78.97,22.51
182,57.73,18.01
33,48.99,18.01
104,50.93,18.01
98,50,18.01
46,30.69,10.88
0,27.22,10.28
0,28.26,9.98
0,26.94,9.98
0,26.92,9.68
0,25.3,9.39
0,21.82,8.92
1817,1093.93,373.57
0,21.18,8.87
0,21.07,8.84
0,21.42,8.84
0,21.07,8.84
0,21.12,8.84
10,21.53,8.84
62,19.47,8.92
127,19.7,9.12
182,22.68,9.31
224,22.92,9.31
250,25.93,9.86
267,26.59,9.86
260,31.84,10.44
244,34.82,10.44
211,35.27,10.44
159,35.58,10.44
101,34.79,10.39
46,33.68,10.09
3,30.35,9.79
0,30.8,9.57
0,28.88,9.57
0,27.5,9.57
0,22.02,9.03
0,21.31,8.92
2146,631.52,228.16
0,21.63,8.84
0,21.28,8.84
0,21.63,8.84
0,21.28,8.84
0,36.11,8.84
10,45.7,12.46
62,45.87,12.85
127,106.31,38.73
182,266.92,107.18
221,282.95,112.58
257,290.73,112.74
267,295.89,112.74
263,273.19,98.8
241,299.81,105.99
205,298.25,105.99
156,289.76,101.49
104,272.51,92.5
46,192.34,63.69
3,111.12,42.1
0,106.31,42.1
0,87.07,34.76
0,80.37,32.06
0,35.44,12.78
0,22.29,8.92
2144,3524.74,1294.69
0,21.29,8.84
0,21.73,8.84
0,21.73,8.84
0,21.28,8.84
0,32.49,8.84
10,41.44,12.46
65,48.92,12.85
59,106.72,38.73
182,270.01,107.18
228,280,112.58
267,279.92,112.74
276,280.72,112.74
276,253.07,98.8
254,272.78,105.99
221,270.91,105.99
169,263.72,101.49
111,254,92.5
49,174.7,63.69
3,106.6,42.1
0,104.22,42.1
0,84.77,34.76
0,78.69,32.06
0,36.13,12.78
0,21.86,8.92
2170,3347.69,1294.69
0,20.23,8.84
0,20.52,8.84
0,20.51,8.84
0,20.45,8.84
0,26.68,8.84
13,38.95,12.46
65,41.39,12.85
133,98.84,38.73
192,253.08,107.18
231,261.24,112.58
263,275.6,112.74
273,276.61,112.74
143,249.61,98.8
244,270.2,105.99
218,267.81,105.99
166,260.6,101.49
111,249.52,92.5
49,171.36,63.69
3,104.63,42.1
0,103.44,42.1
0,84.46,34.76
0,79.03,32.06
0,35.48,12.78
0,20.58,8.92
2104,3250.82,1294.69
0,21.26,8.84
0,21.68,8.84
0,20.5,8.84
0,20.77,8.84
0,26.59,8.84
13,35.71,12.46
62,42.74,12.85
117,99.09,38.73
140,258.36,107.18
224,269.42,112.58
241,271.95,112.74
270,274.44,112.74
169,249.73,98.8
205,261.45,105.99
192,257.06,105.99
153,253.69,101.49
98,250.61,92.5
36,172.6,63.69
3,108.94,42.1
0,104.07,42.1
0,84.41,34.76
0,78.95,32.06
0,34.96,12.78
0,22.02,8.92
1923,3241.01,1294.69
0,21.67,8.84
0,21.21,8.84
0,21.57,8.84
0,21.1,8.84
0,29.6,8.84
13,40.43,12.46
36,48.05,12.85
98,106.99,38.73
166,264.17,107.18
221,270.45,112.58
208,260.38,112.74
146,251.35,112.74
39,231.83,98.8
169,259.6,105.99
172,252.57,105.99
101,258.76,101.49
88,251.22,92.5
49,172.78,63.69
3,107.23,42.1
0,103.71,42.1
0,84.88,34.76
0,79.24,32.06
0,35.53,12.78
0,21.91,8.92
1509,3216.22,1294.69
0,21.69,8.87
0,21.21,8.84
0,21.66,8.84
0,21.28,8.84
0,21.61,8.84
3,28.24,8.84
46,33.45,12.52
101,43.08,12.79
26,88.36,32.13
33,95.8,32.75
36,93.8,33.31
39,92.64,33.31
39,65.23,22.51
36,53.15,18.01
29,46.06,18.01
23,44.69,18.01
16,47.58,18.01
10,27.87,10.88
0,24.06,10.28
0,25.56,9.98
0,27.24,9.98
0,26.56,9.68
0,25.28,9.39
0,20.87,8.92
437,1016.99,373.57
0,21.37,8.87
0,21.49,8.84
0,21.53,8.84
0,21.77,8.84
0,21.81,8.84
3,22.41,8.84
16,18.83,8.92
42,19.88,9.12
52,19.47,9.31
91,18.83,9.31
104,19.49,9.86
94,20.26,9.86
94,22.46,10.44
81,23.64,10.44
72,24.83,10.44
23,24.82,10.44
16,25.92,10.39
10,23.64,10.09
0,23.67,9.79
0,26.37,9.57
0,26.32,9.57
0,26.78,9.57
0,21.33,9.03
0,21.42,8.92
698,538.35,228.16
0,21.52,8.84
0,21.12,8.84
0,21.8,8.84
0,22.02,8.84
0,35.01,8.84
3,41.09,12.46
13,46.33,12.85
49,107.81,38.73
49,266.99,107.18
101,263.57,112.58
117,255.71,112.74
107,259.92,112.74
218,242.12,98.8
42,256.38,105.99
133,261.21,105.99
78,256.57,101.49
94,248.87,92.5
59,169.02,63.69
0,109.48,42.1
0,103.65,42.1
0,83.83,34.76
0,78.81,32.06
0,34.26,12.78
0,21.95,8.92
1063,3229.03,1294.69
0,21.13,8.84
0,21.21,8.84
0,21.07,8.84
0,21.86,8.84
0,28.21,8.84
20,38,12.46
52,46.09,12.85
120,102.67,38.73
156,262.37,107.18
91,273.73,112.58
91,273.97,112.74
169,272.34,112.74
117,249.33,98.8
198,257.46,105.99
211,256.09,105.99
94,248.78,101.49
81,243.41,92.5
55,169.26,63.69
0,110.14,42.1
0,104.11,42.1
0,84.2,34.76
0,78.24,32.06
0,34.58,12.78
0,21.78,8.92
1455,3240.01,1294.69
0,21.57,8.84
0,21.16,8.84
0,21.61,8.84
0,21.15,8.84
0,28.98,8.84
16,38.97,12.46
72,44.68,12.85
140,108.86,38.73
189,270.33,107.18
234,279.8,112.58
254,269.08,112.74
156,266.89,112.74
234,237.54,98.8
244,260.79,105.99
211,256.86,105.99
111,255.95,101.49
117,252.07,92.5
52,172.24,63.69
0,108.99,42.1
0,102.93,42.1
0,84.43,34.76
0,78.29,32.06
0,34.7,12.78
0,21.71,8.92
2030,3259.59,1294.69
0,21.52,8.84
0,21.17,8.84
0,21.57,8.84
0,21.21,8.84
0,28.96,8.84
20,38.56,12.46
72,45,12.85
137,110.07,38.73
195,272.82,107.18
234,283.48,112.58
260,265.85,112.74
270,266.35,112.74
260,246.55,98.8
244,258.76,105.99
185,251.17,105.99
150,248.71,101.49
107,249.69,92.5
49,171.6,63.69
0,108.14,42.1
0,103.18,42.1
0,84.29,34.76
0,78.12,32.06
0,35.42,12.78
0,21.93,8.92
2183,3254.09,1294.69
0,21.53,8.84
0,21.22,8.84
0,21.55,8.84
0,21.31,8.84
0,28.23,8.84
20,38.66,12.46
75,44.74,12.85
143,108.05,38.73
185,265.34,107.18
172,265.4,112.58
179,262.31,112.74
81,266.89,112.74
273,250.46,98.8
247,272.99,105.99
202,274.48,105.99
88,269.5,101.49
114,260.05,92.5
59,176.85,63.69
0,111.15,42.1
0,102.65,42.1
0,84.51,34.76
0,78.29,32.06
0,35.35,12.78
0,22.09,8.92
1838,3303.59,1294.69
0,21.34,8.87
0,21.64,8.84
0,21.33,8.84
0,21.28,8.84
0,21.75,8.84
10,30.17,8.84
39,36.37,12.52
55,46.02,12.79
146,94.6,32.13
150,96.64,32.75
163,100,33.31
267,102.78,33.31
46,75.01,22.51
88,58.44,18.01
72,50.62,18.01
146,50.83,18.01
117,51.33,18.01
59,31.18,10.88
0,27.64,10.28
0,27.15,9.98
0,27.36,9.98
0,27.22,9.68
0,25.54,9.39
0,21.71,8.92
1358,1087.94,373.57
0,21.48,8.87
0,21.67,8.84
0,21.28,8.84
0,21.36,8.84
0,21.16,8.84
23,21.6,8.84
52,18.71,8.92
114,20.03,9.12
33,19.38,9.31
46,18.83,9.31
42,19.76,9.86
59,19.85,9.86
65,24.97,10.44
234,27.19,10.44
195,26.11,10.44
130,27.13,10.44
120,27.81,10.39
59,26.58,10.09
0,25.04,9.79
0,26.19,9.57
0,26.52,9.57
0,27.42,9.57
0,21.62,9.03
0,21.42,8.92
1172,553.1,228.16
0,21.64,8.84
0,21.34,8.84
0,21.37,8.84
0,21.39,8.84
0,32.18,8.84
26,41.96,12.46
49,43.19,12.85
111,110.01,38.73
198,273.88,107.18
182,288.42,112.58
49,292.56,112.74
107,297.54,112.74
114,277.65,98.8
247,298.57,105.99
179,297.63,105.99
78,288.87,101.49
55,281.69,92.5
62,192.47,63.69
0,114.92,42.1
0,103.28,42.1
0,86.31,34.76
0,80.06,32.06
0,35.16,12.78
0,21.96,8.92
1457,3544.02,1294.69
0,21.63,8.84
0,21.27,8.84
0,21.57,8.84
0,21.22,8.84
0,31.57,8.84
20,41.2,12.46
78,45.8,12.85
143,106.18,38.73
189,273.1,107.18
234,288.91,112.58
267,292.95,112.74
280,307.54,112.74
273,282.37,98.8
244,309.22,105.99
176,307.64,105.99
59,298.25,101.49
33,290.06,92.5
13,199.83,63.69
0,116.6,42.1
0,105.96,42.1
0,87.3,34.76
0,80.1,32.06
0,36.27,12.78
0,21.92,8.92
2009,3608.46,1294.69
0,21.67,8.84
0,21.28,8.84
0,21.63,8.84
0,21.27,8.84
0,32.31,8.84
20,43.42,12.46
49,46.07,12.85
114,109.56,38.73
166,277.97,107.18
231,293.74,112.58
211,305.4,112.74
247,317.37,112.74
254,293.5,98.8
150,317.04,105.99
208,317.23,105.99
166,307.35,101.49
107,295,92.5
62,204.44,63.69
0,118.58,42.1
0,108.42,42.1
0,89.53,34.76
0,82.42,32.06
0,38.05,12.78
0,23.7,8.92
1985,3706.97,1294.69
0,22.27,8.84
0,21.43,8.84
0,21.9,8.84
0,21.79,8.84
0,40.45,8.84
20,48.61,12.46
46,48.88,12.85
49,107.27,38.73
75,265.7,107.18
91,264.61,112.58
75,266.09,112.74
78,265.51,112.74
59,244.54,98.8
46,265.56,105.99
65,257.16,105.99
75,254.95,101.49
68,255.57,92.5
52,174.45,63.69
0,109.89,42.1
0,102.81,42.1
0,84.92,34.76
0,79.14,32.06
0,35.17,12.78
0,21.88,8.92
799,3280.54,1294.69
0,21.68,8.84
0,21.63,8.84
0,21.22,8.84
0,21.61,8.84
0,30.2,8.84
13,39.65,12.46
59,45.12,12.85
127,108.35,38.73
185,253.1,107.18
228,270.46,112.58
59,270.25,112.74
72,257.49,112.74
111,239.99,98.8
218,259.2,105.99
211,259.49,105.99
166,253.38,101.49
120,249.91,92.5
62,175.45,63.69
0,109.57,42.1
0,97.81,42.1
0,85.12,34.76
0,78.91,32.06
0,35.33,12.78
0,22.23,8.92
1631,3227.17,1294.69
0,21.23,8.87
0,21.62,8.84
0,21.21,8.84
0,21.57,8.84
0,21.1,8.84
20,29.34,8.84
81,37.1,12.52
140,48.67,12.79
185,94.11,32.13
146,97.25,32.75
234,101.42,33.31
52,105.54,33.31
218,78.56,22.51
247,60.03,18.01
195,50.12,18.01
172,50.88,18.01
120,53.02,18.01
52,32.47,10.88
0,29.25,10.28
0,27.5,9.98
0,28.51,9.98
0,26.72,9.68
0,25.8,9.39
0,21.53,8.92
1862,1104.55,373.57
0,21.7,8.87
0,21.23,8.84
0,21.59,8.84
0,21.23,8.84
0,21.17,8.84
20,21.99,8.84
65,20.39,8.92
143,19.83,9.12
192,20.29,9.31
224,21.53,9.31
179,23.2,9.86
146,25.49,9.86
260,30.82,10.44
163,31.13,10.44
143,29.94,10.44
107,28.47,10.44
88,27.33,10.39
59,25.64,10.09
0,24.41,9.79
0,26.87,9.57
0,26.91,9.57
0,26.92,9.57
0,21.61,9.03
0,21.72,8.92
1789,581.41,228.16
0,21.37,8.84
0,21.73,8.84
0,21.32,8.84
0,21.37,8.84
0,30.49,8.84
7,43.11,12.46
23,46.66,12.85
39,109.16,38.73
46,272.28,107.18
49,282.19,112.58
88,277.27,112.74
107,268.25,112.74
81,249.56,98.8
42,255.75,105.99
39,247.71,105.99
42,247.16,101.49
59,242.14,92.5
59,166.23,63.69
0,108.47,42.1
0,99.04,42.1
0,84.95,34.76
0,79.05,32.06
0,35.18,12.78
0,22.21,8.92
681,3252.65,1294.69
0,21.22,8.84
0,21.62,8.84
0,21.27,8.84
0,21.22,8.84
0,30.39,8.84
13,39.25,12.46
55,46.91,12.85
78,108.95,38.73
127,268.68,107.18
68,271.95,112.58
124,268.04,112.74
91,265.29,112.74
42,234.83,98.8
208,250.96,105.99
150,256.86,105.99
172,245,101.49
72,242.45,92.5
46,172.5,63.69
0,109.24,42.1
0,103.56,42.1
0,84.59,34.76
0,78.46,32.06
0,34.78,12.78
0,22.37,8.92
1246,3220.39,1294.69
0,21.18,8.84
0,21.62,8.84
0,21.16,8.84
0,21.61,8.84
0,30.53,8.84
26,38.9,12.46
85,45.51,12.85
150,108,38.73
202,265.65,107.18
237,261.05,112.58
228,260.38,112.74
257,263.43,112.74
244,244.87,98.8
198,263.04,105.99
202,263.27,105.99
156,263.43,101.49
104,263.68,92.5
49,179.29,63.69
20,109.73,42.1
0,100.19,42.1
0,84.62,34.76
0,79.25,32.06
0,35.14,12.78
0,21.86,8.92
2158,3267.41,1294.69
0,21.73,8.84
0,21.62,8.84
0,21.21,8.84
0,21.28,8.84
3,29.68,8.84
20,40.17,12.46
49,43.08,12.85
68,105.28,38.73
133,262.18,107.18
127,276.69,112.58
163,273.74,112.74
107,280.38,112.74
72,258.84,98.8
169,272.52,105.99
159,269.3,105.99
150,264.26,101.49
111,259.99,92.5
65,182.36,63.69
23,110.91,42.1
0,99.86,42.1
0,85.49,34.76
0,79.57,32.06
0,35.5,12.78
0,22.02,8.92
1419,3337.66,1294.69
0,21.67,8.84
0,21.27,8.84
0,21.62,8.84
0,21.17,8.84
3,29.72,8.84
26,40.85,12.46
81,44.61,12.85
143,108,38.73
192,272.19,107.18
234,288.8,112.58
263,295.05,112.74
237,306.1,112.74
241,281.16,98.8
211,297.82,105.99
224,304.62,105.99
182,296.76,101.49
127,288.32,92.5
65,200.17,63.69
26,116.35,42.1
0,98.11,42.1
0,88.01,34.76
0,80.96,32.06
0,36.48,12.78
0,21.99,8.92
2255,3581.82,1294.69
0,21.81,8.87
0,21.35,8.84
0,21.68,8.84
0,21.33,8.84
0,21.73,8.84
29,35.64,8.84
88,41.24,12.52
153,51.06,12.79
202,101.13,32.13
237,106.73,32.75
263,111.57,33.31
273,116.95,33.31
270,88.35,22.51
250,62.69,18.01
221,52.91,18.01
169,54.44,18.01
120,56.27,18.01
65,35.62,10.88
26,31.86,10.28
0,30.74,9.98
0,30.19,9.98
0,27.95,9.68
0,26.12,9.39
0,22.13,8.92
2366,1191.48,373.57
0,21.5,8.87
0,21.77,8.84
0,21.42,8.84
0,21.82,8.84
3,21.37,8.84
26,21.21,8.84
85,17.66,8.92
146,22.8,9.12
195,23.72,9.31
231,23.92,9.31
254,24.26,9.86
260,25.22,9.86
257,30.01,10.44
241,31.45,10.44
211,31.79,10.44
172,31.12,10.44
117,30.86,10.39
62,30.11,10.09
23,28.57,9.79
0,26.99,9.57
0,28.19,9.57
0,27.81,9.57
0,21.76,9.03
0,21.95,8.92
2283,607.28,228.16
0,21.47,8.84
0,21.92,8.84
0,21.47,8.84
0,21.92,8.84
3,32.65,8.84
26,44.52,12.46
81,48.81,12.85
146,110.81,38.73
195,275.4,107.18
234,284.52,112.58
257,266.87,112.74
267,267.55,112.74
260,242.64,98.8
244,263.45,105.99
211,260.47,105.99
169,265.18,101.49
114,264.56,92.5
62,180.01,63.69
23,111.06,42.1
0,99.19,42.1
0,84.83,34.76
0,79.34,32.06
0,35.36,12.78
0,21.89,8.92
2292,3325.88,1294.69
0,21.63,8.84
0,21.68,8.84
0,21.27,8.84
0,21.63,8.84
3,30.82,8.84
16,40.56,12.46
46,47.15,12.85
133,107.1,38.73
189,268.86,107.18
234,280.65,112.58
260,290.73,112.74
273,297.01,112.74
267,277.29,98.8
247,296.68,105.99
218,295.21,105.99
176,286.56,101.49
120,276.91,92.5
65,189.27,63.69
23,113.84,42.1
0,99.42,42.1
0,86.42,34.76
0,80.14,32.06
0,35.52,12.78
0,21.94,8.92
2270,3508.28,1294.69
0,21.68,8.84
0,21.63,8.84
0,21.27,8.84
0,21.68,8.84
3,32.09,8.84
29,42.48,12.46
85,47.34,12.85
146,107.32,38.73
202,273.76,107.18
244,291.88,112.58
270,291.88,112.74
280,295.54,112.74
276,272.44,98.8
257,295.81,105.99
224,295.11,105.99
176,289.2,101.49
124,282.55,92.5
65,191.66,63.69
23,113.94,42.1
0,100.31,42.1
0,86.42,34.76
0,80.63,32.06
0,36.45,12.78
0,22.04,8.92
2404,3535.1,1294.69
0,21.81,8.84
0,21.34,8.84
0,21.79,8.84
0,21.79,8.84
3,33.25,8.84
29,43.61,12.46
85,49.93,12.85
146,107.34,38.73
198,267.99,107.18
234,274.15,112.58
257,270.97,112.74
273,267.97,112.74
267,246.48,98.8
247,270.01,105.99
218,269.35,105.99
172,277.59,101.49
120,263.08,92.5
65,181.84,63.69
23,112.5,42.1
0,101.48,42.1
0,85.4,34.76
0,79.34,32.06
0,35.53,12.78
0,22.01,8.92
2337,3346.55,1294.69
0,21.68,8.84
0,21.23,8.84
0,21.68,8.84
0,21.57,8.84
3,31.21,8.84
16,42.04,12.46
59,49.91,12.85
127,109.2,38.73
104,272.94,107.18
124,286.2,112.58
169,285.82,112.74
270,285.97,112.74
273,252.29,98.8
250,273.03,105.99
218,269.39,105.99
179,263.99,101.49
124,257.43,92.5
68,175.04,63.69
26,111.64,42.1
0,104.27,42.1
0,84.32,34.76
0,78.64,32.06
0,34.89,12.78
0,21.94,8.92
2010,3376.31,1294.69
0,21.8,8.87
0,21.27,8.84
0,21.62,8.84
0,21.25,8.84
3,21.16,8.84
29,31.19,8.84
85,36.76,12.52
150,44.81,12.79
202,93.58,32.13
241,96.34,32.75
267,96.17,33.31
280,95.78,33.31
270,67.66,22.51
254,53.85,18.01
224,45.57,18.01
176,45.32,18.01
127,48.62,18.01
46,27.54,10.88
29,24.49,10.28
0,25.31,9.98
0,27.11,9.98
0,26.62,9.68
0,25.35,9.39
0,21.52,8.92
2383,1040.69,373.57
0,21.22,8.87
0,21.13,8.84
0,21.11,8.84
0,21.02,8.84
3,21.06,8.84
29,21.47,8.84
85,18.61,8.92
150,19.36,9.12
202,19.56,9.31
241,20.34,9.31
267,20.24,9.86
234,19.64,9.86
263,25.16,10.44
205,26.78,10.44
120,26.42,10.44
62,26.14,10.44
88,25.74,10.39
72,24.07,10.09
10,22.77,9.79
0,23.52,9.57
0,26.39,9.57
0,27.31,9.57
0,21.51,9.03
0,21.16,8.92
2031,541.73,228.16
0,21.18,8.87
0,21.12,8.84
0,21.01,8.84
0,20.91,8.84
3,21,8.84
13,20.48,8.84
20,17.55,8.92
46,21.08,9.12
59,21.37,9.31
65,19.32,9.31
55,20.31,9.86
78,19.32,9.86
65,24.33,10.44
250,24.63,10.44
202,24.6,10.44
98,25.39,10.44
120,25.68,10.39
55,23.67,10.09
29,23.43,9.79
0,26.32,9.57
0,26.45,9.57
0,26.86,9.57
0,21.81,9.03
0,21.33,8.92
1158,539.18,228.16
0,21.21,8.84
0,21.23,8.84
0,21.24,8.84
0,21.34,8.84
3,30.44,8.84
10,41.88,12.46
62,44.58,12.85
124,108.08,38.73
124,259.82,107.18
107,270.39,112.58
81,270.12,112.74
85,269.65,112.74
78,254.05,98.8
111,277.83,105.99
46,277.56,105.99
49,270.96,101.49
55,262.35,92.5
29,178.4,63.69
29,108.95,42.1
0,97.91,42.1
0,85.12,34.76
0,78.78,32.06
0,35.44,12.78
0,21.47,8.92
993,3328.78,1294.69
0,21.53,8.84
0,21.17,8.84
0,21.14,8.84
0,21.57,8.84
3,28.71,8.84
29,35.2,12.46
88,44.3,12.85
146,106.85,38.73
198,270.28,107.18
237,286.82,112.58
267,286.25,112.74
270,296.15,112.74
267,270.8,98.8
124,291.67,105.99
68,295.79,105.99
169,285.63,101.49
124,276.31,92.5
46,186.37,63.69
13,112.5,42.1
0,101.15,42.1
0,85.52,34.76
0,79.23,32.06
0,35.35,12.78
0,21.99,8.92
2049,3482.31,1294.69
0,21.27,8.84
0,21.62,8.84
0,21.27,8.84
0,21.22,8.84
3,29.99,8.84
33,37.97,12.46
88,44.5,12.85
150,105.86,38.73
198,277.68,107.18
237,297.77,112.58
263,300.38,112.74
270,306.12,112.74
156,279.45,98.8
208,303.65,105.99
153,302.91,105.99
117,291.96,101.49
117,281.77,92.5
29,193.92,63.69
3,115.63,42.1
0,104.96,42.1
0,86.24,34.76
0,80.64,32.06
0,35.34,12.78
0,22.08,8.92
2025,3584.21,1294.69
0,21.73,8.84
0,21.73,8.84
0,21.28,8.84
0,21.73,8.84
7,33.84,8.84
29,42.05,12.46
81,47,12.85
143,104.07,38.73
198,269.81,107.18
237,283.69,112.58
244,282.48,112.74
257,285.84,112.74
172,252.22,98.8
156,263.52,105.99
120,260.2,105.99
124,257.79,101.49
114,257.71,92.5
59,174.39,63.69
16,109.71,42.1
0,100.6,42.1
0,85.6,34.76
0,79.46,32.06
0,35.16,12.78
0,21.86,8.92
1957,3333.5,1294.69
0,21.69,8.87
0,21.33,8.84
0,21.58,8.84
0,21.23,8.84
3,21.17,8.84
16,28.62,8.84
39,37.46,12.52
107,47.21,12.79
117,94.1,32.13
140,100.54,32.75
101,101.35,33.31
169,100.69,33.31
224,73.98,22.51
228,57.2,18.01
140,48.08,18.01
172,47.09,18.01
124,49.36,18.01
46,28.4,10.88
29,25.3,10.28
0,26.33,9.98
0,28.31,9.98
0,26.91,9.68
0,25.91,9.39
0,21.64,8.92
1655,1075.47,373.57
0,21.41,8.87
0,21.7,8.84
0,21.34,8.84
0,21.3,8.84
3,21.59,8.84
23,21.8,8.84
55,20.07,8.92
114,20.55,9.12
198,20.42,9.31
176,20.43,9.31
202,20.76,9.86
267,20.88,9.86
202,25.83,10.44
153,25.38,10.44
104,25.58,10.44
85,25.05,10.44
65,25.52,10.39
33,23.82,10.09
33,22.83,9.79
0,25.99,9.57
0,26.57,9.57
0,27.08,9.57
0,21.69,9.03
0,21.47,8.92
1713,549.03,228.16
0,21.42,8.84
0,21.32,8.84
0,21.35,8.84
0,21.22,8.84
0,30.91,8.84
7,38.05,12.46
29,44.43,12.85
59,107.36,38.73
78,257.2,107.18
127,261.43,112.58
107,273.91,112.74
124,261.44,112.74
166,236.92,98.8
208,249.15,105.99
137,257.93,105.99
140,245.33,101.49
39,253.55,92.5
36,173.14,63.69
26,107.01,42.1
0,99.64,42.1
0,84.3,34.76
0,77.98,32.06
0,35.36,12.78
0,21.78,8.92
1283,3202.14,1294.69
0,21.62,8.84
0,21.21,8.84
0,21.17,8.84
0,21.6,8.84
3,28.76,8.84
13,37.4,12.46
20,45.21,12.85
52,105.25,38.73
46,258.61,107.18
72,267.45,112.58
75,263.75,112.74
42,261.49,112.74
75,241.28,98.8
62,254.83,105.99
85,257.55,105.99
55,250,101.49
42,242.85,92.5
13,172.33,63.69
29,109.52,42.1
0,99.94,42.1
0,85.37,34.76
0,78.88,32.06
0,34.81,12.78
0,22.1,8.92
684,3202.99,1294.69
0,21.18,8.84
0,21.63,8.84
0,21.23,8.84
0,21.21,8.84
0,29.59,8.84
7,38.28,12.46
16,45.24,12.85
55,106.2,38.73
42,250.65,107.18
59,278.03,112.58
75,266.56,112.74
94,281.72,112.74
88,254.08,98.8
104,271.85,105.99
55,271.94,105.99
46,275.1,101.49
42,255.39,92.5
23,175.64,63.69
23,109.43,42.1
0,98.16,42.1
0,85.91,34.76
0,79.79,32.06
0,34.99,12.78
0,21.92,8.92
729,3315.71,1294.69
0,21.73,8.84
0,21.28,8.84
0,21.73,8.84
0,21.18,8.84
3,30.19,8.84
23,36.65,12.46
42,44.91,12.85
33,105.09,38.73
36,267.07,107.18
42,284.2,112.58
254,291.49,112.74
127,304.25,112.74
81,270.54,98.8
91,288.1,105.99
98,296.8,105.99
153,285.18,101.49
133,274.35,92.5
46,189.49,63.69
23,113.78,42.1
0,101.61,42.1
0,86.84,34.76
0,80.38,32.06
0,36.12,12.78
0,21.84,8.92
1185,3494.8,1294.69
0,21.63,8.84
0,21.67,8.84
0,21.27,8.84
0,21.63,8.84
3,31.17,8.84
23,40.63,12.46
29,46.98,12.85
111,112.38,38.73
202,281.42,107.18
237,293.15,112.58
263,296.25,112.74
124,307.33,112.74
270,282.16,98.8
254,296.14,105.99
224,295.65,105.99
179,296.07,101.49
117,286.68,92.5
72,197.5,63.69
26,116.34,42.1
0,105.7,42.1
0,86.09,34.76
0,80.55,32.06
0,36.49,12.78
0,22.5,8.92
2134,3597.38,1294.69
0,21.4,8.87
0,21.7,8.84
0,21.33,8.84
0,21.73,8.84
3,21.61,8.84
29,31.09,8.84
88,38.72,12.52
143,51.95,12.79
195,98.3,32.13
231,101.29,32.75
260,104.08,33.31
263,107.34,33.31
182,76.49,22.51
163,58.06,18.01
153,48.15,18.01
137,47.88,18.01
39,50.71,18.01
33,31.02,10.88
23,25.78,10.28
0,27.99,9.98
0,27.44,9.98
0,26.84,9.68
0,25.64,9.39
0,22.17,8.92
1942,1108.72,373.57
0,21.53,8.87
0,21.77,8.84
0,21.42,8.84
0,21.37,8.84
3,21.77,8.84
33,21.29,8.84
88,18.33,8.92
146,20.39,9.12
195,20.02,9.31
234,20.08,9.31
250,20.44,9.86
267,20.83,9.86
257,25.57,10.44
241,27.34,10.44
211,25.73,10.44
176,26.22,10.44
124,26.16,10.39
68,23.94,10.09
26,23.77,9.79
0,24.16,9.57
0,27.06,9.57
0,27.16,9.57
0,22.15,9.03
0,21.55,8.92
2319,550.05,228.16
0,21.48,8.84
0,21.86,8.84
0,21.5,8.84
0,21.51,8.84
3,30.51,8.84
29,44,12.46
75,49.3,12.85
143,110.94,38.73
195,274.16,107.18
231,283.24,112.58
254,279.16,112.74
260,277.15,112.74
260,248.75,98.8
244,267.81,105.99
215,267.21,105.99
172,265.86,101.49
120,259.04,92.5
72,173.93,63.69
26,109.67,42.1
0,99.51,42.1
0,85.23,34.76
0,79.28,32.06
0,35.01,12.78
0,22.02,8.92
2299,3348.12,1294.69
0,21.27,8.84
0,21.53,8.84
0,21.22,8.84
0,21.15,8.84
3,30.31,8.84
33,36.59,12.46
85,46.36,12.85
146,106.06,38.73
192,268.54,107.18
228,276.28,112.58
244,267.78,112.74
263,278.78,112.74
244,248.36,98.8
241,265.64,105.99
215,274.43,105.99
172,264.4,101.49
124,256.98,92.5
72,177.4,63.69
26,109.94,42.1
0,101.65,42.1
0,85.26,34.76
0,79.21,32.06
0,34.91,12.78
0,21.84,8.92
2288,3315.89,1294.69
0,21.67,8.84
0,21.23,8.84
0,21.57,8.84
0,21.16,8.84
3,29.91,8.84
33,39.83,12.46
65,46.12,12.85
85,107.74,38.73
182,267.06,107.18
179,273.08,112.58
250,269.44,112.74
